"time [s]";"load factor";"airspeed [km/h]"
110.6;1.07;97.6579
110.7;1.01;98.7552
110.8;1.03;97.6579
110.9;0.96;98.7552
111.0;1.02;100.95
111.1;1.08;98.7552
111.2;0.97;96.5606
111.3;1.02;98.7552
111.4;1.24;97.6579
111.5;0.82;96.5606
111.6;1.28;97.6579
111.7;1.51;99.8525
111.8;1.52;102.047
111.9;1.29;100.95
112.0;1.34;102.047
112.1;1.26;100.95
112.2;1.16;99.8525
112.3;1.18;97.6579
112.4;1.01;99.8525
112.5;0.93;100.95
112.6;1.07;99.8525
112.7;0.94;100.95
112.8;1.01;98.7552
112.9;0.9;98.7552
113.0;0.94;95.4634
113.1;1.11;93.2688
113.2;0.92;93.2688
113.3;0.92;95.4634
113.4;0.93;94.3661
113.5;0.68;95.4634
113.6;0.92;98.7552
113.7;1.07;98.7552
113.8;1.13;100.95
113.9;1.01;99.8525
114.0;0.95;98.7552
114.1;1.06;97.6579
114.2;1.14;98.7552
114.3;1.13;96.5606
114.4;1.28;99.8525
114.5;1;100.95
114.6;1.16;102.047
114.7;0.93;102.047
114.8;1.45;103.144
114.9;1.05;100.95
115.0;1.05;100.95
115.1;1.09;100.95
115.2;1.05;103.144
115.3;1.13;102.047
115.4;1.04;102.047
115.5;0.95;100.95
115.6;1.09;102.047
115.7;1.12;100.95
115.8;1.08;100.95
115.9;1.05;100.95
116.0;0.96;100.95
116.1;1.01;102.047
116.2;1.08;100.95
116.3;1.06;99.8525
116.4;1.09;100.95
116.5;1.02;99.8525
116.6;0.93;99.8525
116.7;0.99;99.8525
116.8;1;99.8525
116.9;1.01;98.7552
117.0;1.06;99.8525
117.1;1.05;100.95
117.2;1.04;99.8525
117.3;1.14;98.7552
117.4;1.11;98.7552
117.5;1.14;98.7552
117.6;1.03;99.8525
117.7;1;98.7552
117.8;1.15;99.8525
117.9;1.08;102.047
118.0;1.09;99.8525
118.1;1.12;99.8525
118.2;1.12;98.7552
118.3;1.11;98.7552
118.4;1.03;98.7552
118.5;1.05;99.8525
118.6;1.05;98.7552
118.7;1.12;98.7552
118.8;1.14;98.7552
118.9;1.02;98.7552
119.0;1;98.7552
119.1;1.06;97.6579
119.2;1.02;98.7552
119.3;1.06;97.6579
119.4;1.06;97.6579
119.5;1.02;98.7552
119.6;1.08;97.6579
119.7;1.05;97.6579
119.8;1;97.6579
119.9;1.02;96.5606
120.0;1.05;96.5606
120.1;1.02;96.5606
120.2;1.06;96.5606
120.3;1.06;97.6579
120.4;1.16;98.7552
120.5;1.15;98.7552
120.6;1.08;98.7552
120.7;1.21;98.7552
120.8;1.12;98.7552
120.9;1.09;98.7552
121.0;1.14;99.8525
121.1;1.15;98.7552
121.2;1.21;98.7552
121.3;1.04;97.6579
121.4;1;97.6579
121.5;1.07;97.6579
121.6;0.99;97.6579
121.7;1.02;96.5606
121.8;1.01;96.5606
121.9;1.02;96.5606
122.0;0.95;96.5606
122.1;0.99;97.6579
122.2;1.11;98.7552
122.3;1.08;97.6579
122.4;1.04;98.7552
122.5;0.9;99.8525
122.6;1.21;98.7552
122.7;1.14;97.6579
122.8;1.05;97.6579
122.9;0.94;97.6579
123.0;1.09;97.6579
123.1;1.07;98.7552
123.2;1.05;98.7552
123.3;1.08;98.7552
123.4;1.2;97.6579
123.5;1.06;98.7552
123.6;1.04;98.7552
123.7;1.08;98.7552
123.8;1.11;97.6579
123.9;1.1;97.6579
124.0;1.08;96.5606
124.1;1.02;96.5606
124.2;1;96.5606
124.3;1.04;96.5606
124.4;1.09;97.6579
124.5;1.11;98.7552
124.6;1.11;98.7552
124.7;1.08;96.5606
124.8;1.06;95.4634
124.9;1.06;95.4634
125.0;1.13;96.5606
125.1;1.1;96.5606
125.2;1.07;96.5606
125.3;1.02;96.5606
125.4;1.07;97.6579
125.5;1.03;97.6579
125.6;1.14;98.7552
125.7;1.2;99.8525
125.8;1.17;98.7552
125.9;1.03;97.6579
126.0;1.04;98.7552
126.1;0.97;98.7552
126.2;1.02;98.7552
126.3;0.94;97.6579
126.4;1.05;98.7552
126.5;0.99;98.7552
126.6;1.04;98.7552
126.7;1.01;97.6579
126.8;0.95;97.6579
126.9;1.11;96.5606
127.0;1.08;96.5606
127.1;0.96;97.6579
127.2;0.99;97.6579
127.3;1.06;96.5606
127.4;1.03;96.5606
127.5;1;95.4634
127.6;1;94.3661
127.7;1.02;94.3661
127.8;1.03;95.4634
127.9;1.11;95.4634
128.0;1.07;96.5606
128.1;1.22;97.6579
128.2;1.18;97.6579
128.3;1.11;96.5606
128.4;1.12;97.6579
128.5;1.14;97.6579
128.6;1.16;97.6579
128.7;1.07;96.5606
128.8;1.16;96.5606
128.9;1.11;96.5606
129.0;1.08;96.5606
129.1;1.16;97.6579
129.2;1.2;97.6579
129.3;1.2;97.6579
129.4;1.06;97.6579
129.5;0.97;97.6579
129.6;1.08;97.6579
129.7;1.09;96.5606
129.8;1.07;95.4634
129.9;0.97;94.3661
130.0;0.95;94.3661
130.1;1.03;93.2688
130.2;0.98;93.2688
130.3;1;97.6579
130.4;1.02;95.4634
130.5;1.02;96.5606
130.6;1.1;96.5606
130.7;1.1;96.5606
130.8;1.06;97.6579
130.9;1.01;97.6579
131.0;1.14;97.6579
131.1;1.17;96.5606
131.2;1.05;96.5606
131.3;1.04;95.4634
131.4;1.18;95.4634
131.5;1.21;95.4634
131.6;1.03;95.4634
131.7;0.91;95.4634
131.8;1.12;96.5606
131.9;1.1;94.3661
132.0;0.98;94.3661
132.1;1.17;95.4634
132.2;0.85;94.3661
132.3;1.05;100.95
132.4;1.12;99.8525
132.5;1.26;102.047
132.6;1.2;102.047
132.7;1.22;100.95
132.8;1.23;98.7552
132.9;1.01;97.6579
133.0;0.76;99.8525
133.1;1.23;99.8525
133.2;1.2;100.95
133.3;0.98;98.7552
133.4;0.92;99.8525
133.5;0.84;98.7552
133.6;0.93;100.95
133.7;1.15;103.144
133.8;0.95;104.242
133.9;0.98;103.144
134.0;1.11;102.047
134.1;1.25;103.144
134.2;1.08;104.242
134.3;1;103.144
134.4;1.12;104.242
134.5;1.05;103.144
134.6;0.92;104.242
134.7;1.09;103.144
134.8;1.07;103.144
134.9;1.07;103.144
135.0;1;100.95
135.1;0.97;99.8525
135.2;0.91;99.8525
135.3;0.99;99.8525
135.4;0.97;100.95
135.5;0.97;99.8525
135.6;1.03;100.95
135.7;1.04;100.95
135.8;1.16;100.95
135.9;1.13;99.8525
136.0;1.11;100.95
136.1;1.16;102.047
136.2;1.18;100.95
136.3;1.15;100.95
136.4;1.07;98.7552
136.5;1.1;98.7552
136.6;1.13;98.7552
136.7;1.17;100.95
136.8;1.12;99.8525
136.9;1.14;98.7552
137.0;1.14;99.8525
137.1;1.14;99.8525
137.2;1.06;97.6579
137.3;1.06;97.6579
137.4;0.93;96.5606
137.5;0.97;97.6579
137.6;1.04;97.6579
137.7;1.03;96.5606
137.8;1.03;96.5606
137.9;0.99;97.6579
138.0;1.01;96.5606
138.1;1.05;96.5606
138.2;1.08;96.5606
138.3;1.03;95.4634
138.4;1.13;96.5606
138.5;1.08;96.5606
138.6;1.2;97.6579
138.7;1.16;98.7552
138.8;1.26;97.6579
138.9;1.22;98.7552
139.0;1.03;95.4634
139.1;1.05;95.4634
139.2;1.14;95.4634
139.3;1.1;95.4634
139.4;1.1;96.5606
139.5;1.12;95.4634
139.6;1.01;94.3661
139.7;1.06;94.3661
139.8;1.08;94.3661
139.9;1.03;95.4634
140.0;1.03;94.3661
140.1;1.06;93.2688
140.2;1.04;93.2688
140.3;0.99;93.2688
140.4;1.05;94.3661
140.5;0.96;95.4634
140.6;1.04;95.4634
140.7;1.07;94.3661
140.8;1;95.4634
140.9;1.1;94.3661
141.0;1.15;94.3661
141.1;1.17;94.3661
141.2;1.11;95.4634
141.3;1.13;95.4634
141.4;1.1;94.3661
141.5;1.11;94.3661
141.6;1.12;94.3661
141.7;1.14;94.3661
141.8;1.13;94.3661
141.9;1.14;94.3661
142.0;1.1;94.3661
142.1;1.23;94.3661
142.2;1.34;93.2688
142.3;1.07;94.3661
142.4;1.15;93.2688
142.5;1.22;93.2688
142.6;1.21;95.4634
142.7;1.21;93.2688
142.8;1.24;92.1715
142.9;1.2;93.2688
143.0;1.16;95.4634
143.1;1.08;93.2688
143.2;1.16;95.4634
143.3;1.05;93.2688
143.4;0.98;93.2688
143.5;1.02;94.3661
143.6;1.04;93.2688
143.7;1.04;93.2688
143.8;1.08;94.3661
143.9;1.01;92.1715
144.0;1;95.4634
144.1;1.07;93.2688
144.2;1.04;95.4634
144.3;1.15;93.2688
144.4;1;93.2688
144.5;1.07;95.4634
144.6;1.08;94.3661
144.7;1;95.4634
144.8;1.04;93.2688
144.9;1.17;94.3661
145.0;1.03;96.5606
145.1;1.06;95.4634
145.2;1.08;96.5606
145.3;1.21;95.4634
145.4;1.04;95.4634
145.5;1.11;97.6579
145.6;1.09;96.5606
145.7;1.04;95.4634
145.8;1.11;95.4634
145.9;1.08;96.5606
146.0;0.9;96.5606
146.1;1.07;96.5606
146.2;1.06;95.4634
146.3;1.05;96.5606
146.4;1.03;93.2688
146.5;0.93;94.3661
146.6;1.04;96.5606
146.7;1.04;95.4634
146.8;1.02;96.5606
146.9;1.05;95.4634
147.0;1.12;95.4634
147.1;1.16;97.6579
147.2;1.08;96.5606
147.3;1.13;97.6579
147.4;1.2;98.7552
147.5;1.17;98.7552
147.6;1.16;98.7552
147.7;1.11;97.6579
147.8;1.08;96.5606
147.9;1.08;95.4634
148.0;1.11;96.5606
148.1;1.08;97.6579
148.2;1.06;95.4634
148.3;1.08;97.6579
148.4;1.04;97.6579
148.5;1.11;96.5606
148.6;1.1;96.5606
148.7;0.95;97.6579
148.8;1.21;96.5606
148.9;1.27;97.6579
149.0;1.15;97.6579
149.1;1.12;95.4634
149.2;1.05;94.3661
149.3;1;93.2688
149.4;1;94.3661
149.5;1;94.3661
149.6;1;97.6579
149.7;1.12;95.4634
149.8;1.06;96.5606
149.9;1.1;94.3661
150.0;1.1;97.6579
150.1;1.07;93.2688
150.2;1.04;96.5606
150.3;1.04;95.4634
150.4;1.17;97.6579
150.5;1.14;95.4634
150.6;1.13;97.6579
150.7;1.15;96.5606
150.8;1.1;97.6579
150.9;1.12;96.5606
151.0;1.12;96.5606
151.1;1.12;97.6579
151.2;1.1;95.4634
151.3;1.11;96.5606
151.4;1.1;96.5606
151.5;1.02;95.4634
151.6;1.1;98.7552
151.7;1.12;97.6579
151.8;1.03;97.6579
151.9;1.07;95.4634
152.0;0.95;96.5606
152.1;1;97.6579
152.2;1.1;96.5606
152.3;0.96;97.6579
152.4;1.06;95.4634
152.5;1.06;99.8525
152.6;1.04;97.6579
152.7;1.05;98.7552
152.8;1.12;98.7552
152.9;1.12;98.7552
153.0;1.12;99.8525
153.1;1.16;99.8525
153.2;1.07;99.8525
153.3;1.05;99.8525
153.4;1.11;97.6579
153.5;1.12;99.8525
153.6;1.11;99.8525
153.7;1.13;99.8525
153.8;1.08;99.8525
153.9;1.09;99.8525
154.0;1.12;99.8525
154.1;1.14;99.8525
154.2;1.09;99.8525
154.3;1.05;99.8525
154.4;1.15;98.7552
154.5;1.15;98.7552
154.6;1.12;97.6579
154.7;1.02;98.7552
154.8;1.11;98.7552
154.9;1.09;98.7552
155.0;1.12;97.6579
155.1;1.05;98.7552
155.2;1.16;98.7552
155.3;1.02;98.7552
155.4;0.94;99.8525
155.5;1.17;99.8525
155.6;1.09;98.7552
155.7;1.12;97.6579
155.8;1.18;97.6579
155.9;1.11;98.7552
156.0;1.04;97.6579
156.1;1.06;96.5606
156.2;1.15;96.5606
156.3;1.12;96.5606
156.4;0.92;96.5606
156.5;1.05;97.6579
156.6;1.09;97.6579
156.7;1.07;97.6579
156.8;1.16;96.5606
156.9;1.08;96.5606
157.0;1.05;96.5606
157.1;1.09;96.5606
157.2;1.05;96.5606
157.3;1.01;96.5606
157.4;1.11;98.7552
157.5;1.08;97.6579
157.6;1.15;98.7552
157.7;1.14;98.7552
157.8;1.1;98.7552
157.9;1.08;98.7552
158.0;1.04;98.7552
158.1;1.05;97.6579
158.2;1.03;97.6579
158.3;1.03;97.6579
158.4;1;97.6579
158.5;1.02;98.7552
158.6;1.06;97.6579
158.7;1.06;96.5606
158.8;1.01;97.6579
158.9;1.04;96.5606
159.0;1.05;97.6579
159.1;0.99;98.7552
159.2;1.1;98.7552
159.3;1.06;98.7552
159.4;0.96;98.7552
159.5;1.27;98.7552
159.6;1.18;98.7552
159.7;1.03;98.7552
159.8;1;99.8525
159.9;1.16;100.95
160.0;1.16;99.8525
160.1;1.21;100.95
160.2;1.14;98.7552
160.3;0.89;99.8525
160.4;0.79;99.8525
160.5;1.09;98.7552
160.6;1.06;97.6579
160.7;0.82;96.5606
160.8;1;96.5606
160.9;1.08;95.4634
161.0;0.99;93.2688
161.1;0.69;96.5606
161.2;0.84;95.4634
161.3;0.87;97.6579
161.4;0.96;97.6579
161.5;0.85;95.4634
161.6;0.92;96.5606
161.7;1.05;99.8525
161.8;1.15;98.7552
161.9;1.27;100.95
162.0;1.25;102.047
162.1;1.15;102.047
162.2;1.26;100.95
162.3;1.25;102.047
162.4;1.22;104.242
162.5;1.29;103.144
162.6;1.3;100.95
162.7;1.17;99.8525
162.8;1.12;99.8525
162.9;1.19;99.8525
163.0;1.14;100.95
163.1;1.09;99.8525
163.2;1.16;99.8525
163.3;1.22;99.8525
163.4;0.88;99.8525
163.5;0.98;98.7552
163.6;1.06;99.8525
163.7;1.02;98.7552
163.8;0.93;97.6579
163.9;1.01;98.7552
164.0;1.03;97.6579
164.1;0.9;97.6579
164.2;1.02;97.6579
164.3;0.98;97.6579
164.4;0.83;96.5606
164.5;1.18;96.5606
164.6;1.02;96.5606
164.7;0.95;97.6579
164.8;1.03;98.7552
164.9;1.18;97.6579
165.0;1.27;97.6579
165.1;1.18;97.6579
165.2;1.28;99.8525
165.3;1.22;103.144
165.4;1.03;106.436
165.5;1.34;105.339
165.6;1.25;104.242
165.7;1.13;107.533
165.8;0.79;104.242
165.9;1.06;102.047
166.0;1.17;100.95
166.1;0.83;99.8525
166.2;0.56;98.7552
166.3;0.91;99.8525
166.4;1.14;99.8525
166.5;0.91;98.7552
166.6;0.9;100.95
166.7;0.93;104.242
166.8;1.12;106.436
166.9;0.91;106.436
167.0;1.02;106.436
167.1;1.37;105.339
167.2;1.11;104.242
167.3;0.82;103.144
167.4;0.88;100.95
167.5;0.96;100.95
167.6;1.2;99.8525
167.7;1.01;98.7552
167.8;1.22;100.95
167.9;0.84;102.047
168.0;1.17;105.339
168.1;1.14;102.047
168.2;1;104.242
168.3;1.18;103.144
168.4;1.18;100.95
168.5;1.47;100.95
168.6;1.01;100.95
168.7;1;100.95
168.8;1.32;98.7552
168.9;1.04;97.6579
169.0;1.06;98.7552
169.1;1.08;98.7552
169.2;1.09;99.8525
169.3;1.11;98.7552
169.4;0.95;98.7552
169.5;1.28;98.7552
169.6;1;97.6579
169.7;0.97;100.95
169.8;1.16;98.7552
169.9;1.09;102.047
170.0;1.11;103.144
170.1;1.26;102.047
170.2;1.1;102.047
170.3;1.22;99.8525
170.4;1.15;99.8525
170.5;1.14;100.95
170.6;0.83;100.95
170.7;0.82;98.7552
170.8;0.84;97.6579
170.9;0.9;98.7552
171.0;0.83;98.7552
171.1;0.8;99.8525
171.2;0.91;97.6579
171.3;0.83;97.6579
171.4;1.08;102.047
171.5;1.1;103.144
171.6;1.1;102.047
171.7;1.15;100.95
171.8;1.23;100.95
171.9;1.21;102.047
172.0;1.13;100.95
172.1;1.12;99.8525
172.2;1.28;98.7552
172.3;1.4;98.7552
172.4;1.42;99.8525
172.5;1.28;98.7552
172.6;1.3;96.5606
172.7;1.16;95.4634
172.8;1.15;95.4634
172.9;0.96;97.6579
173.0;1.14;97.6579
173.1;1.09;98.7552
173.2;1.15;97.6579
173.3;1.2;96.5606
173.4;1.1;95.4634
173.5;1.05;97.6579
173.6;1.24;96.5606
173.7;1.08;97.6579
173.8;1.25;95.4634
173.9;1.31;95.4634
174.0;0.94;94.3661
174.1;1.03;95.4634
174.2;1.2;96.5606
174.3;1.22;98.7552
174.4;1.33;99.8525
174.5;1.36;98.7552
174.6;1.19;98.7552
174.7;1.23;97.6579
174.8;1.36;96.5606
174.9;1.1;96.5606
175.0;1.19;98.7552
175.1;1.32;99.8525
175.2;1.25;98.7552
175.3;1.26;98.7552
175.4;0.92;97.6579
175.5;1.06;96.5606
175.6;1.09;96.5606
175.7;1.34;96.5606
175.8;1.32;97.6579
175.9;1.25;99.8525
176.0;1.3;100.95
176.1;1.34;99.8525
176.2;1.2;99.8525
176.3;1.05;97.6579
176.4;1.31;97.6579
176.5;1.31;98.7552
176.6;1.22;102.047
176.7;1.49;99.8525
176.8;1.62;97.6579
176.9;1.34;96.5606
177.0;1.25;94.3661
177.1;1.45;96.5606
177.2;1.64;100.95
177.3;1.46;102.047
177.4;1.32;99.8525
177.5;1.45;96.5606
177.6;1.57;95.4634
177.7;1.69;99.8525
177.8;1.78;100.95
177.9;1.49;99.8525
178.0;1.88;97.6579
178.1;1.87;95.4634
178.2;1.95;96.5606
178.3;1.93;97.6579
178.4;1.68;97.6579
178.5;1.56;97.6579
178.6;1.7;98.7552
178.7;1.8;98.7552
178.8;1.82;98.7552
178.9;1.78;100.95
179.0;1.94;99.8525
179.1;1.85;98.7552
179.2;1.74;98.7552
179.3;1.6;98.7552
179.4;1.57;97.6579
179.5;1.64;96.5606
179.6;1.67;94.3661
179.7;1.46;93.2688
179.8;1.45;93.2688
179.9;1.34;89.977
180.0;1.15;89.977
180.1;1.17;88.8797
180.2;0.99;86.6851
180.3;1;85.5878
180.4;0.93;82.296
180.5;1.09;80.1014
180.6;1.17;77.9069
180.7;1.13;75.7123
180.8;0.84;79.0042
180.9;0.87;84.4906
181.0;1.2;83.3933
181.1;1.19;85.5878
181.2;0.9;86.6851
181.3;0.85;82.296
181.4;0.89;81.1987
181.5;0.87;82.296
181.6;0.73;82.296
181.7;0.74;81.1987
181.8;0.92;84.4906
181.9;0.94;86.6851
182.0;0.84;87.7824
182.1;0.8;91.0742
182.2;0.93;89.977
182.3;1.07;89.977
182.4;1.03;93.2688
182.5;1.23;89.977
182.6;1.19;89.977
182.7;1.09;96.5606
182.8;1.25;98.7552
182.9;1.15;100.95
183.0;1.06;100.95
183.1;1.38;99.8525
183.2;1.1;98.7552
183.3;0.73;96.5606
183.4;1.14;96.5606
183.5;0.87;97.6579
183.6;0.98;96.5606
183.7;1.35;99.8525
183.8;1.19;100.95
183.9;0.99;99.8525
184.0;1.16;99.8525
184.1;1.12;97.6579
184.2;1.24;97.6579
184.3;1.06;97.6579
184.4;1.01;96.5606
184.5;1;97.6579
184.6;1;95.4634
184.7;0.96;94.3661
184.8;1;96.5606
184.9;1.27;97.6579
185.0;1.33;93.2688
185.1;1.07;94.3661
185.2;1.15;93.2688
185.3;1.15;97.6579
185.4;0.87;102.047
185.5;1.13;99.8525
185.6;1.04;97.6579
185.7;1.03;96.5606
185.8;1.22;98.7552
185.9;0.99;97.6579
186.0;1.02;96.5606
186.1;1.1;95.4634
186.2;1.24;96.5606
186.3;1.1;98.7552
186.4;1.15;95.4634
186.5;0.92;97.6579
186.6;1.07;97.6579
186.7;1.05;97.6579
186.8;1.04;97.6579
186.9;0.99;96.5606
187.0;1.04;96.5606
187.1;1.09;96.5606
187.2;0.95;99.8525
187.3;1.07;97.6579
187.4;0.9;98.7552
187.5;1.11;98.7552
187.6;1.25;97.6579
187.7;0.93;97.6579
187.8;0.97;95.4634
187.9;1.05;97.6579
188.0;0.87;95.4634
188.1;0.94;96.5606
188.2;1.01;96.5606
188.3;1;96.5606
188.4;1;97.6579
188.5;0.95;97.6579
188.6;1.03;100.95
188.7;1.12;99.8525
188.8;1.05;97.6579
188.9;1.04;97.6579
189.0;1.04;98.7552
189.1;1.32;98.7552
189.2;0.86;98.7552
189.3;0.85;100.95
189.4;1.26;98.7552
189.5;1.63;100.95
189.6;1.09;99.8525
189.7;1.14;102.047
189.8;1.3;104.242
189.9;1.31;103.144
190.0;1.27;100.95
190.1;1.1;100.95
190.2;0.91;99.8525
190.3;0.79;103.144
190.4;1.07;102.047
190.5;1.13;98.7552
190.6;0.86;98.7552
190.7;0.92;99.8525
190.8;1.07;98.7552
190.9;1.04;98.7552
191.0;1.05;94.3661
191.1;0.99;94.3661
191.2;1.01;98.7552
191.3;1.06;98.7552
191.4;1.21;97.6579
191.5;1.05;98.7552
191.6;1.21;96.5606
191.7;1.16;96.5606
191.8;1.21;102.047
191.9;1.57;102.047
192.0;1.07;102.047
192.1;1.31;100.95
192.2;1.22;100.95
192.3;1.42;99.8525
192.4;1.04;96.5606
192.5;-0.03;99.8525
192.6;1.15;98.7552
192.7;1.23;97.6579
192.8;1.09;98.7552
192.9;1.22;99.8525
193.0;0.85;99.8525
193.1;0.56;100.95
193.2;0.67;100.95
193.3;0.96;98.7552
193.4;0.91;97.6579
193.5;0.94;99.8525
193.6;1.04;102.047
193.7;0.96;100.95
193.8;0.96;100.95
193.9;1;98.7552
194.0;0.88;98.7552
194.1;1.03;99.8525
194.2;1.18;99.8525
194.3;1.09;99.8525
194.4;1.23;103.144
194.5;1.36;106.436
194.6;1.31;103.144
194.7;1.22;100.95
194.8;1.23;100.95
194.9;1.29;100.95
195.0;1.27;100.95
195.1;1.11;99.8525
195.2;1.29;99.8525
195.3;1.12;98.7552
195.4;1.01;100.95
195.5;1.48;100.95
195.6;1.13;100.95
195.7;1.18;98.7552
195.8;1.05;96.5606
195.9;0.71;94.3661
196.0;1;94.3661
196.1;0.81;98.7552
196.2;0.85;96.5606
196.3;0.89;97.6579
196.4;0.65;97.6579
196.5;0.87;97.6579
196.6;0.87;96.5606
196.7;0.97;97.6579
196.8;0.95;97.6579
196.9;1;100.95
197.0;1.09;102.047
197.1;1.29;100.95
197.2;1.16;97.6579
197.3;1.07;97.6579
197.4;1.14;96.5606
197.5;1.17;98.7552
197.6;1.13;98.7552
197.7;1.21;98.7552
197.8;1.14;98.7552
197.9;1.12;97.6579
198.0;1.12;96.5606
198.1;1.08;98.7552
198.2;1.26;98.7552
198.3;1.28;97.6579
198.4;1.12;98.7552
198.5;1.18;98.7552
198.6;0.96;98.7552
198.7;1.48;102.047
198.8;1.21;100.95
198.9;1.01;99.8525
199.0;1.06;98.7552
199.1;1.14;98.7552
199.2;1.04;99.8525
199.3;0.96;97.6579
199.4;0.97;97.6579
199.5;0.92;96.5606
199.6;0.93;94.3661
199.7;0.95;94.3661
199.8;0.84;95.4634
199.9;1.11;96.5606
200.0;1;96.5606
200.1;0.97;95.4634
200.2;1.05;94.3661
200.3;0.99;95.4634
200.4;0.97;95.4634
200.5;1.03;94.3661
200.6;1.01;96.5606
200.7;0.96;97.6579
200.8;1.23;97.6579
200.9;1.13;97.6579
201.0;1;97.6579
201.1;1.03;96.5606
201.2;1.1;97.6579
201.3;1.15;98.7552
201.4;1.2;98.7552
201.5;1.1;97.6579
201.6;1.09;97.6579
201.7;1.11;96.5606
201.8;1.09;96.5606
201.9;1.12;97.6579
202.0;1.12;97.6579
202.1;1.07;96.5606
202.2;1.07;96.5606
202.3;1.02;96.5606
202.4;1.14;97.6579
202.5;1.09;98.7552
202.6;1.07;98.7552
202.7;1.13;98.7552
202.8;0.99;97.6579
202.9;1.04;96.5606
203.0;1.1;97.6579
203.1;1.1;97.6579
203.2;1.08;97.6579
203.3;0.99;96.5606
203.4;0.99;95.4634
203.5;1.06;95.4634
203.6;1.01;96.5606
203.7;1.04;96.5606
203.8;1.02;96.5606
203.9;1.04;97.6579
204.0;1.05;97.6579
204.1;1.04;97.6579
204.2;1.04;97.6579
204.3;1.07;96.5606
204.4;1.17;97.6579
204.5;1.16;97.6579
204.6;1.02;97.6579
204.7;1.14;97.6579
204.8;1.07;98.7552
204.9;1.08;97.6579
205.0;1.01;96.5606
205.1;1.07;97.6579
205.2;0.94;98.7552
205.3;1.16;100.95
205.4;1.06;100.95
205.5;1.06;98.7552
205.6;1.05;98.7552
205.7;1.1;98.7552
205.8;1.05;98.7552
205.9;1.04;97.6579
206.0;1;97.6579
206.1;1.06;96.5606
206.2;1.06;97.6579
206.3;0.94;96.5606
206.4;1.1;97.6579
206.5;1.11;97.6579
206.6;1.08;97.6579
206.7;1.07;97.6579
206.8;1.04;96.5606
206.9;1.01;97.6579
207.0;1.11;97.6579
207.1;1.12;97.6579
207.2;1.08;97.6579
207.3;1.13;97.6579
207.4;1.07;97.6579
207.5;1.07;96.5606
207.6;1.12;96.5606
207.7;1.09;97.6579
207.8;0.99;98.7552
207.9;0.98;98.7552
208.0;1.17;99.8525
208.1;1.13;98.7552
208.2;1.1;99.8525
208.3;1.14;99.8525
208.4;1.14;99.8525
208.5;1.11;99.8525
208.6;0.99;98.7552
208.7;1.08;98.7552
208.8;1.01;97.6579
208.9;1;98.7552
209.0;1.06;97.6579
209.1;0.99;96.5606
209.2;1.02;97.6579
209.3;1.01;96.5606
209.4;1;97.6579
209.5;1;96.5606
209.6;0.99;96.5606
209.7;1.01;97.6579
209.8;1.07;96.5606
209.9;1.01;96.5606
210.0;1.07;97.6579
210.1;1.05;97.6579
210.2;1.11;97.6579
210.3;1.13;97.6579
210.4;1.12;97.6579
210.5;1.11;97.6579
210.6;1.09;98.7552
210.7;1.15;98.7552
210.8;1.12;98.7552
210.9;1.07;98.7552
211.0;1.09;99.8525
211.1;1.09;97.6579
211.2;1.08;97.6579
211.3;1.09;97.6579
211.4;1.07;97.6579
211.5;1.07;97.6579
211.6;1.08;97.6579
211.7;1.09;97.6579
211.8;1.02;96.5606
211.9;1.02;96.5606
212.0;1.04;97.6579
212.1;1.07;96.5606
212.2;1.04;96.5606
212.3;1.06;96.5606
212.4;1.06;96.5606
212.5;1.05;96.5606
212.6;1.09;95.4634
212.7;0.99;96.5606
212.8;1.07;95.4634
212.9;0.98;95.4634
213.0;1.01;96.5606
213.1;1.11;96.5606
213.2;1.04;96.5606
213.3;1.06;96.5606
213.4;1.12;96.5606
213.5;1.06;96.5606
213.6;1.11;96.5606
213.7;1.08;96.5606
213.8;1.06;96.5606
213.9;1.1;96.5606
214.0;1.08;96.5606
214.1;1.09;97.6579
214.2;1.07;97.6579
214.3;1.14;97.6579
214.4;1.13;97.6579
214.5;1.09;97.6579
214.6;1.09;96.5606
214.7;1.02;97.6579
214.8;1.07;96.5606
214.9;1.06;96.5606
215.0;1.02;96.5606
215.1;1.06;96.5606
215.2;1.06;96.5606
215.3;1.01;95.4634
215.4;1.12;95.4634
215.5;1.02;95.4634
215.6;1.01;95.4634
215.7;1.02;96.5606
215.8;1.02;95.4634
215.9;1.04;95.4634
216.0;1.1;95.4634
216.1;1.07;94.3661
216.2;1;94.3661
216.3;1.02;95.4634
216.4;0.97;96.5606
216.5;1.05;97.6579
216.6;1.11;96.5606
216.7;1.15;97.6579
216.8;1.13;96.5606
216.9;1.15;96.5606
217.0;1.1;96.5606
217.1;1.11;96.5606
217.2;1.1;95.4634
217.3;0.99;96.5606
217.4;1.04;96.5606
217.5;1.07;95.4634
217.6;1.08;95.4634
217.7;1.08;95.4634
217.8;1.07;95.4634
217.9;1.06;95.4634
218.0;1.12;95.4634
218.1;1.08;96.5606
218.2;1.04;95.4634
218.3;1.04;95.4634
218.4;1.04;94.3661
218.5;1.12;95.4634
218.6;1.23;94.3661
218.7;1.32;94.3661
218.8;1.36;94.3661
218.9;1.21;95.4634
219.0;1.16;97.6579
219.1;1.17;95.4634
219.2;1.12;96.5606
219.3;1.16;95.4634
219.4;1.25;95.4634
219.5;1.23;95.4634
219.6;1.19;97.6579
219.7;1.34;96.5606
219.8;1.47;96.5606
219.9;1.34;97.6579
